
  construction Description: Metal/Masonry  ,  constructionCode: 2
  construction Description: concrete/cement   ,  constructionCode: 1
  construction Description: concrete  steel  ,  constructionCode: 1
  construction Description: Concrete block/ Glass  ,  constructionCode: 1
  construction Description: Bricks concrete  ,  constructionCode: 1
  construction Description: Concrete Steel  ,  constructionCode: 1
  construction Description: Concrete & Steel  ,  constructionCode: 1
  construction Description: Concrete
Stucco  ,  constructionCode: 1
  construction Description: Concrete masonry wall  ,  constructionCode: 1
  construction Description: Steel Concrete Block  ,  constructionCode: 1
  construction Description: Concrete Block
Brick  ,  constructionCode: 1
  construction Description: Concrete  / post tension cables  ,  constructionCode: 1
  construction Description: Concrete Foundation / Wood Frame  ,  constructionCode: 1
  construction Description: Concrete  Pre Fab  ,  constructionCode: 1
  construction Description: Steel Concrete  ,  constructionCode: 1
  construction Description: Frame  ,  constructionCode: 1
  construction Description: frame  ,  constructionCode: 1
  construction Description: Metal Frame  ,  constructionCode: 1
  construction Description: Concrete & Frame  ,  constructionCode: 1
  construction Description: Wood Frame/
Masonry  ,  constructionCode: 1
  construction Description: Tilt 1&2/
Wood Frame 3rd  ,  constructionCode: 1
  construction Description: Frame = 1  ,  constructionCode: 1
  construction Description: wood frame siding ext.  ,  constructionCode: 1
  construction Description: wood frame brick ext  ,  constructionCode: 1
  construction Description: wood frame concrete block  ,  constructionCode: 1
  construction Description: wood frame brick  ,  constructionCode: 1
  construction Description: wood brick  ,  constructionCode: 1
  construction Description: Wood Frame brick veneer  ,  constructionCode: 1
  construction Description: block wood frame  ,  constructionCode: 1
  construction Description: wood frame concrete slab  ,  constructionCode: 1
  construction Description: concrete block wood frame  ,  constructionCode: 1
  construction Description: wood frame steel joist  ,  constructionCode: 1
  construction Description: stucco wood frame  ,  constructionCode: 1
  construction Description: brick wood frame  ,  constructionCode: 1
  construction Description: Concrete block wood frame  ,  constructionCode: 1
  construction Description: wood frame  concrete beam  ,  constructionCode: 1
  construction Description: Wood frame  concrete  ,  constructionCode: 1
  construction Description: wood frame & siding  ,  constructionCode: 1
  construction Description: brick exterior  wood frame  ,  constructionCode: 1
  construction Description: brick exterior wood frame  ,  constructionCode: 1
  construction Description: wood frame shingle roof  ,  constructionCode: 1
  construction Description: wood frame block exterior  ,  constructionCode: 1
  construction Description: wood frame & stucco  ,  constructionCode: 1
  construction Description: wood frame  gable roof  ,  constructionCode: 1
  construction Description: wood cement  ,  constructionCode: 1
  construction Description: stone wood frame  ,  constructionCode: 1
  construction Description: wood frame stucco exterior  ,  constructionCode: 1
  construction Description: wood frame joist/beam  ,  constructionCode: 1
  construction Description: wood & steel frame  ,  constructionCode: 1
  construction Description: stucco ext wood frame  ,  constructionCode: 1
  construction Description: Wood frame joist  ,  constructionCode: 1
  construction Description: Wood frame brick ext  ,  constructionCode: 1
  construction Description: wood frame siding  ,  constructionCode: 1
  construction Description: wood Cottage/cabin  ,  constructionCode: 1
  construction Description: Steel Frame  ,  constructionCode: 1
  construction Description: Wood Frame
EFIS Masonry  ,  constructionCode: 1
  construction Description: concrete block steel frame  ,  constructionCode: 1
  construction Description: concrete slab / steel frame  ,  constructionCode: 1
  construction Description: Concrete block exterior flat roof  ,  constructionCode: 1
  construction Description: brick  concrete  steel frame  glass  ,  constructionCode: 1
  construction Description: Concrete Masonry walls
Wood & steel Frame Roof  ,  constructionCode: 1
  construction Description: concrete block steel frame  ,  constructionCode: 1
  construction Description: wood frame brick ext  ,  constructionCode: 1
  construction Description: wood frame concrete block  ,  constructionCode: 1
  construction Description: Wood frame brick exterior  ,  constructionCode: 1
  construction Description: wood concrete block  ,  constructionCode: 1
  construction Description: wood frame concrete slab  ,  constructionCode: 1
  construction Description: concrete slab masonry exterior  ,  constructionCode: 1
  construction Description: Wood frame sided exterior. No spkl or alarms.  ,  constructionCode: 1
  construction Description: concrete block brick  ,  constructionCode: 1
  construction Description: concrete block / brick exterior flat roof  ,  constructionCode: 1
  construction Description: concrete block /stucco & vinyl ext.  ,  constructionCode: 1
  construction Description: flat roof concrete block exterior  ,  constructionCode: 1
  construction Description: concrete block exterior  ,  constructionCode: 1
  construction Description: concrete block extrior wood frame  ,  constructionCode: 1
  construction Description: wood frame  brick exterior  flat roof  ,  constructionCode: 1
  construction Description: wood frame  concrete beam  ,  constructionCode: 1
  construction Description: Wood frame  concrete  ,  constructionCode: 1
  construction Description: Wood frame  brick exterior  flat roof  ,  constructionCode: 1
  construction Description: wood frame / flat roof brick exterior  ,  constructionCode: 1
  construction Description: wood frame / brick  masonry block  |online sq. ft. 3080  ,  constructionCode: 1
  construction Description: wood frame / brick exterior  ,  constructionCode: 1
  construction Description: |former Auto Zone concrete block flat roof  ,  constructionCode: 1
  construction Description: wood frame / brick exterior remodeled 1987  ,  constructionCode: 1
  construction Description: wood frame block exterior  ,  constructionCode: 1
  construction Description: concrete block & stucco  ,  constructionCode: 1
  construction Description: wood frame  concrete/cinderblock  gable roof  ,  constructionCode: 1
  construction Description: wood frame & stucco  ,  constructionCode: 1
  construction Description: wood frame stucco exterior  ,  constructionCode: 1
  construction Description: Wood frame interior stucco exterior no sprinkler  ,  constructionCode: 1
  construction Description: frame interior / stucco exterior  ,  constructionCode: 1
  construction Description: wood steel joist w brick concrete block exterior  |former Payless Shoe source  ,  constructionCode: 1
  construction Description: wood  steel joist concrete block  ,  constructionCode: 1
  construction Description: wood frame contruction brick exterior / flat roof  ,  constructionCode: 1
  construction Description: concrete block  no basement  ,  constructionCode: 1
  construction Description: concrete block brick exterior former gas station  ,  constructionCode: 1
  construction Description: Wood frame brick ext  ,  constructionCode: 1
  construction Description: wood frame / siding exteior  ,  constructionCode: 1
  construction Description: Steel frame  flat roof  stucco exterior  ,  constructionCode: 1
  construction Description: wood frame construction  exterior siding / flat roof  ,  constructionCode: 1
  construction Description: Concrete block exterior flat roof  ,  constructionCode: 1
  construction Description: Wood frame cinder brick exterior shingle roof  ,  constructionCode: 1
  construction Description: Wood frame  masonry brick  ,  constructionCode: 1
  construction Description: Steel frame  concrete tilt up  ,  constructionCode: 1
